,trial_num,jspsychID,stimulus,time_elapse,causal_rating,animacy_rating,cause_rt,anim_rt,trial_rt,subject_id,vid_num,outcome,cf,agent
52,19,bht4czhyag645lg,09_p_in_in.mp4,355539.0,100,1,5074.699999988079,6201.599999964237,6941.699999988079,8,09,in,in,inanimate
53,26,mh46p2b523yy1qu,06_a_in_out.mp4,466534.0,100,100,6901.4000000003725,12026.599999999627,12560.599999999627,7,06,in,out,animate
54,10,26g5jp57pvqxkau,02_a_in_out.mp4,336414.0,1,100,15914.10000000149,17595.5,18238.39999999851,9,02,in,out,animate
55,27,mh46p2b523yy1qu,17_p_out_out.mp4,479531.0,1,53,3754.7999999988824,5747.0,12492.599999999627,7,17,out,out,inanimate
56,20,bht4czhyag645lg,09_a_in_in.mp4,371398.0,100,100,4631.199999988079,14739.099999964237,15356.199999988079,8,09,in,in,animate
57,11,26g5jp57pvqxkau,20_p_out_in.mp4,355074.0,80,24,15854.39999999851,17157.5,17656.69999999553,9,20,out,in,inanimate
58,21,bht4czhyag645lg,23_a_out_in.mp4,385540.0,100,100,10759.399999976158,12305.399999976158,12883.300000011921,8,23,out,in,animate
59,28,mh46p2b523yy1qu,09_p_in_in.mp4,495537.0,53,45,6352.0,14341.099999999627,14992.300000000745,7,09,in,in,inanimate
60,12,26g5jp57pvqxkau,03_p_in_out.mp4,365747.0,100,1,5093.80000000447,9223.30000000447,9920.30000000447,9,03,in,out,inanimate
61,29,mh46p2b523yy1qu,19_a_out_in.mp4,504222.0,100,100,4695.300000000745,5901.200000001118,6681.300000000745,7,19,out,in,animate
62,13,26g5jp57pvqxkau,12_p_in_in.mp4,376009.0,28,23,6452.5,8052.70000000298,8508.80000000447,9,12,in,in,inanimate
63,22,bht4czhyag645lg,14_a_out_out.mp4,403883.0,21,100,16135.199999988079,11511.299999952316,16836.19999998808,8,14,out,out,animate
64,30,mh46p2b523yy1qu,20_p_out_in.mp4,515706.0,100,33,5886.60000000149,10281.900000000373,10727.800000000745,7,20,out,in,inanimate
65,14,26g5jp57pvqxkau,13_a_out_out.mp4,383455.0,76,78,5048.79999999702,6303.10000000149,6692.20000000298,9,13,out,out,animate
66,23,bht4czhyag645lg,14_p_out_out.mp4,416272.0,80,10,6605.600000023842,10094.600000023842,10625.5,8,14,out,out,inanimate
67,15,26g5jp57pvqxkau,13_p_out_out.mp4,395416.0,28,1,5223.39999999851,9629.89999999851,10458.19999999553,9,13,out,out,inanimate
68,31,mh46p2b523yy1qu,01_a_in_out.mp4,530674.0,59,100,10314.400000000373,12670.099999999627,13213.800000000745,7,01,in,out,animate
69,24,bht4czhyag645lg,17_a_out_out.mp4,428287.0,1,100,10732.599999964237,3064.699999988079,11507.599999964237,8,17,out,out,animate
70,32,mh46p2b523yy1qu,06_p_in_out.mp4,541193.0,100,23,7227.5,8781.5,9264.300000000745,7,06,in,out,inanimate
71,16,26g5jp57pvqxkau,07_a_in_in.mp4,408745.0,15,85,6379.5,12092.29999999702,12824.39999999851,9,07,in,in,animate
72,1,m09xkn4vtyo1ll6,07_a_in_in.mp4,74039.0,1,98,12580.699999988079,23555.5,25207.69999998808,14,07,in,in,animate
73,25,bht4czhyag645lg,08_a_in_in.mp4,443552.0,1,82,8837.5,11658.599999964237,13262.5,8,08,in,in,animate
74,33,mh46p2b523yy1qu,03_p_in_out.mp4,562903.0,96,19,10829.199999999255,16432.39999999851,20456.099999999627,7,03,in,out,inanimate
75,26,bht4czhyag645lg,02_a_in_out.mp4,455964.0,32,85,6822.5,10836.400000035763,11407.600000023842,8,02,in,out,animate
76,2,m09xkn4vtyo1ll6,18_a_out_out.mp4,95672.0,3,98,18407.5,20414.0,21378.900000035763,14,18,out,out,animate
77,34,mh46p2b523yy1qu,23_p_out_in.mp4,576499.0,90,1,9494.200000001118,11476.400000000373,12091.200000001118,7,23,out,in,inanimate
78,27,bht4czhyag645lg,04_a_in_out.mp4,469977.0,92,84,9754.5,11579.5,12502.5,8,04,in,out,animate
79,1,9xysvf8aedhv2cn,06_p_in_out.mp4,90914.0,100,100,21604.0,31660.69999998808,32427.899999976158,13,06,in,out,inanimate
80,35,mh46p2b523yy1qu,13_p_out_out.mp4,584642.0,100,1,4353.799999998882,6103.5,6626.699999999255,7,13,out,out,inanimate
81,28,bht4czhyag645lg,06_p_in_out.mp4,478197.0,86,13,4431.099999964237,6433.099999964237,7216.0,8,06,in,out,inanimate
82,3,m09xkn4vtyo1ll6,19_p_out_in.mp4,111464.0,99,14,11713.5,14071.399999976158,15037.799999952316,14,19,out,in,inanimate
83,17,26g5jp57pvqxkau,05_a_in_out.mp4,455824.0,100,79,42914.19999999553,45687.5,46075.59999999404,9,05,in,out,animate
84,36,mh46p2b523yy1qu,10_p_in_in.mp4,594791.0,52,1,5402.0,7927.5999999996275,8637.5,7,10,in,in,inanimate
85,29,bht4czhyag645lg,16_p_out_out.mp4,494462.0,66,19,11138.200000047684,13675.300000011921,14503.300000011921,8,16,out,out,inanimate
86,4,m09xkn4vtyo1ll6,16_p_out_out.mp4,127535.0,2,3,10548.5,13646.699999988079,15067.800000011921,14,16,out,out,inanimate
87,18,26g5jp57pvqxkau,07_p_in_in.mp4,471240.0,1,18,9754.80000000447,13504.5,14412.70000000298,9,07,in,in,inanimate
88,37,mh46p2b523yy1qu,18_a_out_out.mp4,608310.0,1,100,9985.5,11206.400000000373,11763.800000000745,7,18,out,out,animate
89,2,9xysvf8aedhv2cn,05_a_in_out.mp4,122674.0,100,100,16195.899999976158,23219.899999976158,29748.0,13,05,in,out,animate
90,30,bht4czhyag645lg,05_p_in_out.mp4,508013.0,100,1,9992.700000047684,11492.600000023842,12047.800000011921,8,05,in,out,inanimate
91,38,mh46p2b523yy1qu,15_a_out_out.mp4,619913.0,25,100,9466.200000001118,10515.10000000149,11097.900000000373,7,15,out,out,animate
92,31,bht4czhyag645lg,13_a_out_out.mp4,515532.0,100,100,4532.5,5633.399999976158,6254.5,8,13,out,out,animate
93,5,m09xkn4vtyo1ll6,20_p_out_in.mp4,148616.0,100,1,17613.30000001192,19242.30000001192,20327.400000035763,14,20,out,in,inanimate
94,39,mh46p2b523yy1qu,15_p_out_out.mp4,631966.0,29,10,4716.299999998882,9534.799999998882,10549.0,7,15,out,out,inanimate
95,32,bht4czhyag645lg,21_a_out_in.mp4,527486.0,72,100,9038.0,10829.899999976158,11449.899999976158,8,21,out,in,animate
96,3,9xysvf8aedhv2cn,04_p_in_out.mp4,145697.0,21,100,16881.399999976158,21385.099999964237,22257.19999998808,13,04,in,out,inanimate
97,40,mh46p2b523yy1qu,10_a_in_in.mp4,643291.0,13,77,6902.0,8959.10000000149,9570.300000000745,7,10,in,in,animate
98,6,m09xkn4vtyo1ll6,10_a_in_in.mp4,167532.0,10,100,13187.699999988079,15780.899999976158,16913.0,14,10,in,in,animate
99,33,bht4czhyag645lg,11_a_in_in.mp4,542024.0,33,100,10530.600000023842,11914.5,12770.699999988079,8,11,in,in,animate
100,41,mh46p2b523yy1qu,19_p_out_in.mp4,655212.0,86,7,9763.89999999851,10622.0,11159.199999999255,7,19,out,in,inanimate
101,7,m09xkn4vtyo1ll6,08_a_in_in.mp4,183357.0,1,100,11782.0,13149.0,14070.799999952316,14,08,in,in,animate
102,4,9xysvf8aedhv2cn,13_p_out_out.mp4,168873.0,100,100,17132.80000001192,20564.5,21916.5,13,13,out,out,inanimate
103,34,bht4czhyag645lg,11_p_in_in.mp4,553606.0,20,1,5352.600000023842,9729.600000023842,10828.600000023842,8,11,in,in,inanimate
104,42,mh46p2b523yy1qu,13_a_out_out.mp4,665379.0,100,100,5416.800000000745,7895.800000000745,8411.800000000745,7,13,out,out,animate
105,35,bht4czhyag645lg,20_p_out_in.mp4,562454.0,20,22,5775.899999976158,7911.0,8343.899999976158,8,20,out,in,inanimate
106,8,m09xkn4vtyo1ll6,22_p_out_in.mp4,202045.0,100,1,15610.5,17369.19999998808,18184.5,14,22,out,in,inanimate
107,36,bht4czhyag645lg,01_p_in_out.mp4,571479.0,70,14,4898.699999988079,6916.800000011921,7512.599999964237,8,01,in,out,inanimate
108,5,9xysvf8aedhv2cn,04_a_in_out.mp4,191233.0,1,100,16656.5,21000.19999998808,21848.399999976158,13,04,in,out,animate
109,43,mh46p2b523yy1qu,16_p_out_out.mp4,688938.0,85,39,9068.400000000373,21051.0,21542.0,7,16,out,out,inanimate
110,37,bht4czhyag645lg,17_p_out_out.mp4,582280.0,1,1,8099.599999964237,9439.599999964237,10045.599999964237,8,17,out,out,inanimate
111,9,m09xkn4vtyo1ll6,17_p_out_out.mp4,214477.0,1,2,9270.600000023842,10232.399999976158,10928.5,14,17,out,out,inanimate
112,6,9xysvf8aedhv2cn,02_a_in_out.mp4,211225.0,56,100,14448.100000023842,18112.200000047684,19232.600000023842,13,02,in,out,animate
113,44,mh46p2b523yy1qu,22_p_out_in.mp4,703505.0,53,3,9554.900000000373,11941.900000000373,12557.199999999255,7,22,out,in,inanimate
114,38,bht4czhyag645lg,18_p_out_out.mp4,595063.0,1,1,9683.0,10821.099999964237,11529.300000011921,8,18,out,out,inanimate
115,10,m09xkn4vtyo1ll6,07_p_in_in.mp4,229192.0,1,2,11297.800000011921,12363.800000011921,13461.699999988079,14,07,in,in,inanimate
116,19,26g5jp57pvqxkau,20_a_out_in.mp4,573589.0,25,81,100862.0,8587.60000000149,101595.10000000149,9,20,out,in,animate
117,1,bwm63az1e5flkrd,11_p_in_in.mp4,487213.0,100,100,21632.5,30572.700000047684,32187.5,11,11,in,in,inanimate
118,39,bht4czhyag645lg,05_a_in_out.mp4,601287.0,100,100,5006.0,3504.900000035763,5720.100000023842,8,05,in,out,animate
119,45,mh46p2b523yy1qu,24_p_out_in.mp4,712251.0,16,5,5200.0999999996275,7640.9000000003725,8483.799999998882,7,24,out,in,inanimate
120,40,bht4czhyag645lg,06_a_in_out.mp4,607880.0,67,100,3836.699999988079,4678.799999952316,5338.799999952316,8,06,in,out,animate
121,20,26g5jp57pvqxkau,10_a_in_in.mp4,587279.0,1,81,10205.70000000298,11615.0,12187.0,9,10,in,in,animate
122,11,m09xkn4vtyo1ll6,14_p_out_out.mp4,247497.0,36,2,11482.5,15892.199999988079,16801.19999998808,14,14,out,out,inanimate
123,7,9xysvf8aedhv2cn,20_a_out_in.mp4,235921.0,83,100,16576.69999998808,21856.80000001192,22928.69999998808,13,20,out,in,animate
124,46,mh46p2b523yy1qu,22_a_out_in.mp4,728043.0,82,100,11050.699999999255,12659.699999999255,14025.900000000373,7,22,out,in,animate
125,21,26g5jp57pvqxkau,12_a_in_in.mp4,596201.0,1,100,6263.20000000298,7471.10000000149,7919.30000000447,9,12,in,in,animate
126,12,m09xkn4vtyo1ll6,02_a_in_out.mp4,256538.0,100,100,5792.5,7053.5,8287.600000023842,14,02,in,out,animate
127,22,26g5jp57pvqxkau,21_p_out_in.mp4,606133.0,85,1,4690.19999999553,8727.79999999702,9427.79999999702,9,21,out,in,inanimate
128,8,9xysvf8aedhv2cn,12_a_in_in.mp4,249816.0,1,100,9531.899999976158,11171.799999952316,12131.799999952316,13,12,in,in,animate
129,47,mh46p2b523yy1qu,04_a_in_out.mp4,745780.0,86,100,10366.699999999255,15774.599999999627,17234.599999999627,7,04,in,out,animate
130,13,m09xkn4vtyo1ll6,11_p_in_in.mp4,274980.0,100,2,15649.0,17444.399999976158,18189.099999964237,14,11,in,in,inanimate
131,23,26g5jp57pvqxkau,06_p_in_out.mp4,619469.0,100,1,4256.20000000298,11411.20000000298,12083.40000000596,9,06,in,out,inanimate
132,48,mh46p2b523yy1qu,17_a_out_out.mp4,754435.0,1,100,4834.9000000003725,5961.199999999255,6807.5,7,17,out,out,animate
133,9,9xysvf8aedhv2cn,17_a_out_out.mp4,263704.0,1,99,10431.199999988079,12582.899999976158,13630.800000011921,13,17,out,out,animate
134,2,bwm63az1e5flkrd,11_a_in_in.mp4,536727.0,6,100,39554.299999952316,46541.0,48748.09999990463,11,11,in,in,animate
135,41,bht4czhyag645lg,19_a_out_in.mp4,649333.0,86,100,38566.10000002384,39848.10000002384,40449.19999998808,8,19,out,in,animate
136,24,26g5jp57pvqxkau,11_p_in_in.mp4,627768.0,1,1,4901.39999999851,6018.60000000149,6544.39999999851,9,11,in,in,inanimate
137,14,m09xkn4vtyo1ll6,17_a_out_out.mp4,288239.0,1,100,9710.0,11952.100000023842,12754.0,14,17,out,out,animate
138,42,bht4czhyag645lg,24_p_out_in.mp4,658308.0,75,14,4887.600000023842,6848.600000023842,7460.699999988079,8,24,out,in,inanimate
139,43,bht4czhyag645lg,08_p_in_in.mp4,670610.0,1,1,9926.800000011921,11215.900000035763,11795.700000047684,8,08,in,in,inanimate
140,15,m09xkn4vtyo1ll6,04_p_in_out.mp4,303159.0,100,6,10963.199999988079,12393.800000011921,13166.199999988079,14,04,in,out,inanimate
141,10,9xysvf8aedhv2cn,09_p_in_in.mp4,288656.0,87,31,11870.100000023842,22341.80000001192,23189.69999998808,13,09,in,in,inanimate
142,44,bht4czhyag645lg,15_a_out_out.mp4,677470.0,70,100,4018.199999988079,5560.199999988079,6356.300000011921,8,15,out,out,animate
143,16,m09xkn4vtyo1ll6,04_a_in_out.mp4,311641.0,100,100,5585.5,6707.699999988079,7478.5,14,04,in,out,animate
144,11,9xysvf8aedhv2cn,01_p_in_out.mp4,304904.0,60,40,11601.900000035763,14313.900000035763,14985.900000035763,13,01,in,out,inanimate
145,1,rbujcoxmek5s7d8,13_a_out_out.mp4,147484.0,100,100,16358.200000017881,20696.09999999404,22258.70000001788,16,13,out,out,animate
146,45,bht4czhyag645lg,22_p_out_in.mp4,690615.0,36,11,5065.0,12096.0,12891.900000035763,8,22,out,in,inanimate
147,17,m09xkn4vtyo1ll6,13_a_out_out.mp4,325974.0,94,100,10133.700000047684,11692.600000023842,12330.400000035763,14,13,out,out,animate
148,46,bht4czhyag645lg,21_p_out_in.mp4,699752.0,35,1,5439.900000035763,7992.0,8625.0,8,21,out,in,inanimate
149,12,9xysvf8aedhv2cn,14_a_out_out.mp4,318792.0,100,98,10548.800000011921,12108.100000023842,13380.5,13,14,out,out,animate
150,2,rbujcoxmek5s7d8,03_a_in_out.mp4,165084.0,100,100,11221.800000011921,14182.5,15836.59999999404,16,03,in,out,animate
151,47,bht4czhyag645lg,19_p_out_in.mp4,707006.0,28,1,5077.900000035763,6405.900000035763,6998.900000035763,8,19,out,in,inanimate
152,3,bwm63az1e5flkrd,01_a_in_out.mp4,600844.0,100,100,27301.0,60897.200000047684,62093.700000047684,11,01,in,out,animate
153,1,eur3domry9lny4r,04_a_in_out.mp4,62795.0,94,100,9513.0,15237.0,16558.0,20,04,in,out,animate
154,18,m09xkn4vtyo1ll6,03_p_in_out.mp4,345528.0,100,1,15896.399999976158,17227.600000023842,18050.69999998808,14,03,in,out,inanimate
155,13,9xysvf8aedhv2cn,16_a_out_out.mp4,334896.0,44,99,13138.800000011921,15154.699999988079,15842.899999976158,13,16,out,out,animate
156,48,bht4czhyag645lg,03_p_in_out.mp4,718321.0,100,27,5316.800000011921,9927.899999976158,10557.800000011921,8,03,in,out,inanimate
157,2,eur3domry9lny4r,07_a_in_in.mp4,74825.0,1,100,6704.0,10582.0,11274.0,20,07,in,in,animate
158,19,m09xkn4vtyo1ll6,10_p_in_in.mp4,359128.0,10,1,9291.600000023842,12538.5,13346.600000023842,14,10,in,in,inanimate
159,14,9xysvf8aedhv2cn,16_p_out_out.mp4,352696.0,57,22,11681.0,15000.800000011921,15785.0,13,16,out,out,inanimate
160,3,rbujcoxmek5s7d8,09_a_in_in.mp4,196402.0,100,29,24137.59999999404,17962.5,29305.09999999404,16,09,in,in,animate
161,20,m09xkn4vtyo1ll6,03_a_in_out.mp4,369350.0,100,100,5487.099999964237,7836.199999988079,9718.399999976158,14,03,in,out,animate
162,3,eur3domry9lny4r,01_p_in_out.mp4,92832.0,90,65,6499.0,15355.0,15989.0,20,01,in,out,inanimate
163,4,bwm63az1e5flkrd,08_p_in_in.mp4,633501.0,1,1,17189.799999952316,30193.299999952316,31887.0,11,08,in,in,inanimate
164,25,26g5jp57pvqxkau,08_p_in_in.mp4,721015.0,21,1,89046.30000000447,90729.20000000298,91229.39999999851,9,08,in,in,inanimate
165,1,ujzvxelnjdy3mep,09_a_in_in.mp4,132937.0,29,100,23501.09999999404,28812.29999999702,30061.19999998808,19,09,in,in,animate
166,21,m09xkn4vtyo1ll6,05_p_in_out.mp4,382052.0,100,1,9262.0,11839.0,12448.800000011921,14,05,in,out,inanimate
167,26,26g5jp57pvqxkau,05_p_in_out.mp4,727367.0,100,1,3912.2999999970198,5372.39999999851,5848.5,9,05,in,out,inanimate
168,15,9xysvf8aedhv2cn,07_p_in_in.mp4,370288.0,1,5,14279.5,14927.800000011921,15583.800000011921,13,07,in,in,inanimate
169,4,eur3domry9lny4r,08_a_in_in.mp4,103072.0,1,100,5648.0,9271.0,9725.0,20,08,in,in,animate
170,27,26g5jp57pvqxkau,04_a_in_out.mp4,734868.0,100,79,4383.89999999851,5158.79999999702,5748.0,9,04,in,out,animate
171,4,rbujcoxmek5s7d8,23_a_out_in.mp4,218599.0,100,79,11633.09999999404,20316.90000000596,21179.69999998808,16,23,out,in,animate
172,16,9xysvf8aedhv2cn,06_a_in_out.mp4,380032.0,81,100,5340.599999964237,6940.5,7732.399999976158,13,06,in,out,animate
173,5,bwm63az1e5flkrd,04_a_in_out.mp4,651552.0,1,100,12452.200000047684,14621.200000047684,16041.200000047684,11,04,in,out,animate
174,5,eur3domry9lny4r,10_a_in_in.mp4,113141.0,15,81,7849.0,9089.0,9563.0,20,10,in,in,animate
175,22,m09xkn4vtyo1ll6,09_a_in_in.mp4,397602.0,86,100,11108.600000023842,13857.600000023842,14795.700000047684,14,09,in,in,animate
176,2,ujzvxelnjdy3mep,17_p_out_out.mp4,151723.0,1,76,9347.29999999702,16270.39999999106,17531.5,19,17,out,out,inanimate
177,28,26g5jp57pvqxkau,06_a_in_out.mp4,744686.0,100,54,5115.89999999851,8767.30000000447,9065.60000000149,9,06,in,out,animate
178,29,26g5jp57pvqxkau,01_a_in_out.mp4,754165.0,41,79,5706.4000000059605,8620.90000000596,8975.0,9,01,in,out,animate
179,6,eur3domry9lny4r,16_p_out_out.mp4,129381.0,11,15,10224.0,14811.0,15488.0,20,16,out,out,inanimate
180,17,9xysvf8aedhv2cn,11_p_in_in.mp4,397304.0,55,1,5389.099999964237,15902.099999964237,17013.099999964237,13,11,in,in,inanimate
181,6,bwm63az1e5flkrd,05_p_in_out.mp4,669421.0,100,1,9520.5,15521.599999904633,16854.399999976158,11,05,in,out,inanimate
182,23,m09xkn4vtyo1ll6,01_p_in_out.mp4,413245.0,100,11,10633.699999988079,12947.699999988079,13889.100000023842,14,01,in,out,inanimate
183,3,ujzvxelnjdy3mep,06_a_in_out.mp4,169920.0,100,89,13888.79999999702,16016.29999999702,16937.70000000298,19,06,in,out,animate
184,5,rbujcoxmek5s7d8,07_p_in_in.mp4,247249.0,1,1,25545.59999999404,21160.80000001192,26886.30000001192,16,07,in,in,inanimate
185,7,eur3domry9lny4r,05_p_in_out.mp4,141392.0,94,30,9295.0,10361.0,10756.0,20,05,in,out,inanimate
186,7,bwm63az1e5flkrd,02_p_in_out.mp4,683126.0,100,1,8002.200000047684,10142.300000071526,12194.5,11,02,in,out,inanimate
187,24,m09xkn4vtyo1ll6,22_a_out_in.mp4,429504.0,100,100,11564.199999988079,13834.899999976158,14755.0,14,22,out,in,animate
188,18,9xysvf8aedhv2cn,11_a_in_in.mp4,415168.0,9,90,11311.400000035763,16911.5,17599.400000035763,13,11,in,in,animate
189,8,eur3domry9lny4r,21_a_out_in.mp4,148025.0,100,93,4605.0,5807.0,6374.0,20,21,out,in,animate
190,1,c7rp8r7tzas6l45,10_p_in_in.mp4,332669.0,100,100,30850.199999928474,94330.5,97300.59999990463,18,10,in,in,inanimate
191,4,ujzvxelnjdy3mep,05_p_in_out.mp4,187788.0,98,59,12313.5,15559.60000000894,16363.5,19,05,in,out,inanimate
192,9,eur3domry9lny4r,23_a_out_in.mp4,158805.0,68,85,8798.0,9879.0,10264.0,20,23,out,in,animate
